-272.94;11494.56;968;1744233143860
-270.54;11492.17;968;1744233143872
-268.15;11489.77;969;1744233143900
-265.76;11496.96;968;1744233143939
-270.54;11484.99;968;1744233143983
-270.54;11484.99;968;1744233143993
-275.33;11504.14;968;1744233144022
-270.54;11477.80;967;1744233144060
-265.76;11480.20;967;1744233144100
-263.36;11484.99;968;1744233144182
-265.76;11492.17;967;1744233144192
-260.97;11487.38;967;1744233144198
-260.97;11489.77;966;1744233144221
-270.54;11482.59;966;1744233144262
-277.73;11482.59;966;1744233144272
-270.54;11475.41;967;1744233144302
-265.76;11492.17;967;1744233144341
-268.15;11484.99;966;1744233144384
-275.33;11480.20;966;1744233144420
-280.12;11480.20;967;1744233144426
-268.15;11473.01;967;1744233144461
-275.33;11492.17;967;1744233144500
-277.73;11489.77;968;1744233144540
-270.54;11482.59;967;1744233144626
-268.15;11484.99;966;1744233144644
-263.36;11484.99;967;1744233144655
-277.73;11480.20;967;1744233144665
-260.97;11480.20;968;1744233144701
-270.54;11487.38;967;1744233144712
-272.94;11494.56;966;1744233144742
-277.73;11492.17;967;1744233144781
-270.54;11482.59;967;1744233144823
-275.33;11489.77;967;1744233144862
-275.33;11484.99;966;1744233144874
-265.76;11496.96;967;1744233144901
-265.76;11492.17;967;1744233144983
-270.54;11492.17;968;1744233144999
-270.54;11487.38;968;1744233145011
-268.15;11492.17;968;1744233145021
-265.76;11487.38;967;1744233145060
-268.15;11489.77;967;1744233145102
-265.76;11489.77;967;1744233145143
-272.94;11487.38;968;1744233145155
-272.94;11484.99;967;1744233145181
-265.76;11489.77;968;1744233145222
-268.15;11480.20;968;1744233145263
-268.15;11473.01;967;1744233145347
-268.15;11473.01;967;1744233145363
-260.97;11470.62;967;1744233145372
-260.97;11494.56;971;1744233145381
-270.54;11461.04;968;1744233145423
-270.54;11461.04;968;1744233145437
-272.94;11518.50;966;1744233145461
-270.54;11470.62;965;1744233145501
-263.36;11473.01;967;1744233145581
-268.15;11480.20;968;1744233145596
-275.33;11487.38;965;1744233145605
-268.15;11475.41;967;1744233145628
-263.36;11492.17;968;1744233145660
-260.97;11475.41;968;1744233145672
-256.18;11484.99;967;1744233145700
-270.54;11499.35;967;1744233145741
-270.54;11482.59;967;1744233145781
-265.76;11482.59;966;1744233145795
-265.76;11480.20;967;1744233145820
-272.94;11494.56;967;1744233145862
-265.76;11482.59;969;1744233145947
-284.91;11504.14;967;1744233145962
-270.54;11477.80;969;1744233145972
-272.94;11496.96;967;1744233145981
-270.54;11477.80;968;1744233146022
-280.12;11494.56;967;1744233146060
-282.52;11477.80;965;1744233146069
-284.91;11484.99;967;1744233146101
-272.94;11489.77;967;1744233146185
-272.94;11489.77;967;1744233146201
-280.12;11489.77;968;1744233146233
-272.94;11477.80;966;1744233146240
-270.54;11465.83;967;1744233146260
-263.36;11473.01;968;1744233146300
-270.54;11489.77;966;1744233146342
-272.94;11484.99;967;1744233146353
-270.54;11499.35;966;1744233146381
-268.15;11482.59;967;1744233146420
-272.94;11494.56;966;1744233146460
-270.54;11480.20;967;1744233146501
-260.97;11477.80;967;1744233146516
-263.36;11482.59;967;1744233146581
-263.36;11484.99;967;1744233146596
-270.54;11492.17;967;1744233146622
-260.97;11465.83;970;1744233146661
-270.54;11496.96;969;1744233146670
-270.54;11473.01;969;1744233146701
-268.15;11494.56;965;1744233146742
-263.36;11468.23;969;1744233146780
-277.73;11487.38;966;1744233146792
-270.54;11477.80;966;1744233146820
-270.54;11487.38;967;1744233146861
-270.54;11482.59;968;1744233146902
-268.15;11473.01;967;1744233146941
-265.76;11487.38;967;1744233146950
-270.54;11487.38;967;1744233146982
-270.54;11494.56;967;1744233147027
-272.94;11489.77;966;1744233147061
-263.36;11487.38;966;1744233147102
-265.76;11492.17;968;1744233147115
-263.36;11492.17;967;1744233147140
-270.54;11489.77;969;1744233147181
-256.18;11477.80;968;1744233147221
-270.54;11482.59;967;1744233147232
-270.54;11482.59;968;1744233147259
-270.54;11482.59;967;1744233147302
-268.15;11484.99;967;1744233147341
-265.76;11473.01;967;1744233147381
-263.36;11489.77;967;1744233147395
-272.94;11480.20;968;1744233147421
-268.15;11482.59;967;1744233147461
-265.76;11475.41;967;1744233147545
-270.54;11480.20;968;1744233147561
-270.54;11487.38;967;1744233147572
-258.57;11487.38;968;1744233147621
-277.73;11494.56;968;1744233147631
-280.12;11494.56;968;1744233147662
-280.12;11494.56;968;1744233147671
-282.52;11475.41;968;1744233147701
-277.73;11494.56;967;1744233147741
-275.33;11477.80;966;1744233147781
-268.15;11484.99;967;1744233147826
-270.54;11482.59;967;1744233147838
-270.54;11473.01;968;1744233147861
-275.33;11499.35;967;1744233147946
-284.91;11494.56;969;1744233147962
-275.33;11473.01;968;1744233147987
-272.94;11489.77;966;1744233147993
-265.76;11480.20;967;1744233148021
-258.57;11489.77;967;1744233148062
-265.76;11477.80;968;1744233148101
-270.54;11487.38;967;1744233148142
-270.54;11484.99;966;1744233148152
-270.54;11477.80;968;1744233148224
-270.54;11477.80;968;1744233148239
-272.94;11480.20;968;1744233148265
-272.94;11492.17;967;1744233148272
-277.73;11480.20;967;1744233148302
-275.33;11444.28;967;1744233148341
-268.15;11434.71;964;1744233148381
-270.54;11470.62;963;1744233148421
-265.76;11482.59;966;1744233148431
-268.15;11496.96;968;1744233148461
-258.57;11470.62;966;1744233148503
-253.79;11456.25;965;1744233148584
-268.15;11470.62;965;1744233148598
-280.12;11506.53;970;1744233148610
-270.54;11470.62;968;1744233148634
-275.33;11475.41;967;1744233148661
-263.36;11482.59;967;1744233148700
-265.76;11499.35;968;1744233148742
-263.36;11477.80;967;1744233148753
-265.76;11482.59;966;1744233148780
-268.15;11482.59;967;1744233148822
-265.76;11477.80;966;1744233148862
-265.76;11473.01;969;1744233148945
-256.18;11465.83;965;1744233148962
-265.76;11484.99;967;1744233148972
105.34;11504.14;9677;1744233148994
1084.57;11525.69;980;1744233149021
-816.42;11556.81;960;1744233149062
-816.42;11556.81;960;1744233149073
126.89;11547.23;9708;1744233149101
76.61;11501.75;9787.;1744233149141
-624.89;11523.29;963;1744233149181
-519.54;11480.20;973;1744233149223
-184.35;11508.93;961;1744233149235
-7.18;11439.50;9682.;1744233149307
-246.60;11484.99;961;1744233149324
-464.48;11487.38;967;1744233149351
-368.71;11501.75;962;1744233149358
-162.81;11465.83;970;1744233149381
-179.57;11487.38;964;1744233149421
-356.74;11465.83;966;1744233149463
-227.45;11449.07;966;1744233149517
-227.45;11449.07;966;1744233149523
-196.32;11480.20;963;1744233149552
-263.36;11468.23;969;1744233149584
-246.60;11463.44;971;1744233149624
-246.60;11463.44;971;1744233149629
-186.75;11482.59;969;1744233149659
-304.06;11508.93;973;1744233149740
-263.36;11506.53;974;1744233149746
-263.36;11506.53;974;1744233149751
-249.00;11552.02;972;1744233149780
-232.24;11484.99;968;1744233149820
-296.88;11477.80;965;1744233149859
-294.49;11504.14;970;1744233149900
-270.54;11518.50;966;1744233149905
-193.93;11427.52;962;1744233149939
-256.18;11408.37;963;1744233149980
-318.43;11530.48;966;1744233150019
-284.91;11501.75;969;1744233150025
-193.93;11422.74;959;1744233150101
-256.18;11449.07;967;1744233150107
-301.67;11516.11;966;1744233150139
-272.94;11429.92;963;1744233150179
-263.36;11492.17;968;1744233150189
-239.42;11501.75;965;1744233150221
-234.63;11451.47;970;1744233150263
-308.85;11489.77;966;1744233150311
-280.12;11458.65;967;1744233150340
-244.21;11482.59;966;1744233150349
-227.45;11446.68;970;1744233150383
-263.36;11463.44;964;1744233150424
-256.18;11482.59;968;1744233150463
-256.18;11482.59;968;1744233150476
-208.30;11439.50;966;1744233150501
-217.87;11444.28;967;1744233150542
-313.64;11504.14;967;1744233150625
-349.55;11520.90;968;1744233150640
-232.24;11487.38;965;1744233150650
-198.72;11480.20;966;1744233150673
-272.94;11465.83;968;1744233150702
-299.28;11427.52;965;1744233150740
-260.97;11456.25;967;1744233150751
-186.75;11463.44;964;1744233150781
-201.11;11463.44;969;1744233150824
-294.49;11492.17;967;1744233150864
-328.01;11489.77;966;1744233150906
-272.94;11530.48;962;1744233150916
-239.42;11506.53;967;1744233150940
