-256.18;11456.25;961;1744232452862
-275.33;11465.83;962;1744232452890
-277.73;11477.80;962;1744232452908
-268.15;11468.23;963;1744232452939
-265.76;11439.50;963;1744232452980
-280.12;11468.23;961;1744232452990
-282.52;11458.65;961;1744232453019
-263.36;11465.83;963;1744232453060
-280.12;11468.23;961;1744232453100
-280.12;11458.65;961;1744232453140
-280.12;11465.83;963;1744232453150
-292.09;11458.65;963;1744232453178
-287.30;11458.65;963;1744232453218
-280.12;11465.83;962;1744232453260
-277.73;11468.23;963;1744232453298
-277.73;11463.44;962;1744232453308
-275.33;11458.65;962;1744232453341
-270.54;11463.44;962;1744232453380
-265.76;11463.44;962;1744232453418
-268.15;11470.62;962;1744232453428
-284.91;11468.23;963;1744232453458
-280.12;11465.83;963;1744232453498
-284.91;11465.83;962;1744232453538
-280.12;11465.83;963;1744232453578
-280.12;11465.83;963;1744232453587
-277.73;11468.23;962;1744232453617
-282.52;11468.23;962;1744232453658
-284.91;11458.65;962;1744232453709
-284.91;11456.25;964;1744232453737
-280.12;11468.23;961;1744232453743
-282.52;11468.23;960;1744232453781
-280.12;11465.83;962;1744232453818
-282.52;11461.04;962;1744232453859
-277.73;11456.25;961;1744232453877
-275.33;11461.04;961;1744232453939
-277.73;11458.65;963;1744232453949
-277.73;11465.83;962;1744232453983
-287.30;11461.04;962;1744232453989
-287.30;11470.62;963;1744232454018
-284.91;11463.44;963;1744232454057
-284.91;11470.62;964;1744232454097
-287.30;11463.44;963;1744232454137
-287.30;11463.44;962;1744232454149
-280.12;11458.65;961;1744232454179
-282.52;11463.44;961;1744232454218
-280.12;11456.25;963;1744232454259
-277.73;11451.47;962;1744232454346
-277.73;11463.44;961;1744232454362
-277.73;11449.07;961;1744232454372
-282.52;11458.65;961;1744232454381
-277.73;11480.20;966;1744232454419
-287.30;11473.01;963;1744232454432
-260.97;11439.50;963;1744232454458
-292.09;11494.56;963;1744232454499
-287.30;11477.80;962;1744232454538
-270.54;11461.04;961;1744232454545
-277.73;11465.83;961;1744232454618
-275.33;11463.44;963;1744232454633
-277.73;11453.86;961;1744232454658
-270.54;11461.04;962;1744232454699
-272.94;11463.44;962;1744232454715
-263.36;11453.86;961;1744232454737
-268.15;11468.23;963;1744232454779
-270.54;11470.62;963;1744232454819
-282.52;11461.04;962;1744232454859
-287.30;11463.44;962;1744232454869
-265.76;11446.68;962;1744232454942
-284.91;11484.99;961;1744232454957
-260.97;11439.50;962;1744232454978
-294.49;11480.20;963;1744232454984
-277.73;11441.89;962;1744232455019
-292.09;11480.20;962;1744232455063
-292.09;11465.83;963;1744232455098
-275.33;11456.25;961;1744232455108
-277.73;11463.44;961;1744232455140
-280.12;11458.65;961;1744232455178
-284.91;11461.04;963;1744232455219
-277.73;11468.23;961;1744232455259
-277.73;11473.01;961;1744232455342
-280.12;11453.86;964;1744232455358
-277.73;11451.47;962;1744232455369
-294.49;11487.38;961;1744232455379
-265.76;11456.25;963;1744232455418
-280.12;11477.80;962;1744232455458
-282.52;11458.65;962;1744232455472
-294.49;11468.23;961;1744232455498
-296.88;11465.83;962;1744232455538
-272.94;11456.25;961;1744232455579
-284.91;11465.83;962;1744232455590
-270.54;11451.47;961;1744232455662
-280.12;11470.62;960;1744232455678
-270.54;11458.65;961;1744232455707
-277.73;11461.04;960;1744232455739
-272.94;11453.86;961;1744232455747
-275.33;11456.25;962;1744232455780
-263.36;11463.44;961;1744232455819
-265.76;11456.25;962;1744232455863
-270.54;11463.44;962;1744232455898
-272.94;11463.44;962;1744232455908
-282.52;11458.65;962;1744232455980
-282.52;11465.83;962;1744232455993
-275.33;11456.25;962;1744232456058
-277.73;11465.83;963;1744232456066
-268.15;11451.47;963;1744232456072
-284.91;11470.62;964;1744232456098
-277.73;11461.04;964;1744232456139
-270.54;11453.86;963;1744232456178
-275.33;11468.23;963;1744232456187
-272.94;11458.65;962;1744232456218
-277.73;11456.25;963;1744232456259
-277.73;11465.83;963;1744232456298
-284.91;11477.80;962;1744232456383
-270.54;11465.83;962;1744232456399
-284.91;11465.83;964;1744232456409
-277.73;11475.41;963;1744232456418
-289.70;11484.99;961;1744232456460
-270.54;11463.44;961;1744232456474
-270.54;11465.83;962;1744232456499
-263.36;11463.44;964;1744232456540
-275.33;11465.83;961;1744232456579
-277.73;11465.83;960;1744232456619
-275.33;11465.83;962;1744232456630
-275.33;11458.65;963;1744232456659
-265.76;11461.04;961;1744232456742
-284.91;11468.23;960;1744232456758
-277.73;11458.65;961;1744232456770
-272.94;11458.65;962;1744232456780
-280.12;11465.83;963;1744232456820
-275.33;11463.44;963;1744232456860
-272.94;11461.04;963;1744232456899
