-775.72;-246.60;-999
-775.72;-241.81;-999
-768.54;-244.21;-999
-780.51;-241.81;-998
-778.12;-249.00;-997
-782.90;-251.39;-996
-773.33;-249.00;-997
-768.54;-249.00;-999
-775.72;-249.00;-999
-778.12;-244.21;-999
-775.72;-244.21;-999
-778.12;-246.60;-100
-780.51;-249.00;-999
-768.54;-249.00;-999
-770.93;-244.21;-100
-782.90;-249.00;-100
-780.51;-241.81;-998
-780.51;-251.39;-999
-775.72;-244.21;-998
-763.75;-239.42;-999
-770.93;-246.60;-100
-778.12;-239.42;-999
-780.51;-239.42;-999
-775.72;-241.81;-999
-775.72;-246.60;-998
-766.14;-244.21;-999
-778.12;-249.00;-997
-778.12;-244.21;-998
-778.12;-239.42;-998
-773.33;-241.81;-997
-773.33;-246.60;-997
-785.30;-244.21;-999
-780.51;-244.21;-997
-780.51;-246.60;-997
-773.33;-253.79;-998
-775.72;-241.81;-997
-778.12;-239.42;-997
-770.93;-246.60;-999
-778.12;-251.39;-998
-782.90;-258.57;-999
-773.33;-251.39;-998
-775.72;-253.79;-997
-775.72;-253.79;-998
-768.54;-251.39;-998
-773.33;-251.39;-999
-780.51;-246.60;-999
-775.72;-256.18;-998
-773.33;-251.39;-999
-778.12;-239.42;-999
-775.72;-239.42;-999
-778.12;-246.60;-998
-782.90;-246.60;-998
-780.51;-246.60;-998
-768.54;-249.00;-998
-782.90;-251.39;-998
-787.69;-253.79;-998
-787.69;-241.81;-999
-785.30;-244.21;-998
-785.30;-249.00;-997
-775.72;-256.18;-998
-778.12;-249.00;-998
-773.33;-237.03;-997
-773.33;-246.60;-998
-775.72;-253.79;-998
-773.33;-253.79;-998
-773.33;-249.00;-998
-780.51;-246.60;-998
-778.12;-246.60;-998
-773.33;-246.60;-999
-768.54;-244.21;-997
-766.14;-241.81;-998
-770.93;-241.81;-998
-773.33;-246.60;-998
-780.51;-249.00;-998
-778.12;-246.60;-998
-775.72;-246.60;-999
-775.72;-251.39;-998
-775.72;-239.42;-998
-775.72;-237.03;-998
-778.12;-241.81;-998
-773.33;-249.00;-998
-775.72;-239.42;-999
-773.33;-239.42;-999
-763.75;-249.00;-998
-778.12;-244.21;-998
-773.33;-244.21;-998
-780.51;-249.00;-998
-785.30;-251.39;-999
-790.09;-251.39;-998
-785.30;-244.21;-999
-775.72;-246.60;-998
-770.93;-241.81;-998
-768.54;-244.21;-998
-770.93;-244.21;-998
-770.93;-241.81;-997
-775.72;-246.60;-998
-778.12;-244.21;-998
-780.51;-251.39;-997
-775.72;-241.81;-999
-775.72;-244.21;-998
-773.33;-237.03;-998
-773.33;-237.03;-998
-773.33;-249.00;-999
-770.93;-246.60;-998
-775.72;-239.42;-998
-775.72;-241.81;-998
-778.12;-241.81;-998
-770.93;-256.18;-998
-770.93;-256.18;-998
-785.30;-253.79;-100
