time,value,normalized_value,anomaly
1,-241.81,0.09039708486060287,0
2,-244.21,-0.14217023501938464,0
3,-241.81,0.11012497383418834,0
4,-249.0,-0.6050347837706291,0
5,-251.39,-0.8353767295082287,0
6,-249.0,-0.5829436750125225,0
7,-249.0,-0.5713859737693325,0
8,-249.0,-0.5595220229791776,0
9,-244.21,-0.06395374520297645,0
10,-244.21,-0.051561345392896016,0
11,-246.6,-0.2801568027791682,0
12,-249.0,-0.5095713202632212,0
13,-249.0,-0.496609023340869,0
14,-244.21,-9.305293874129724e-05,0
15,-249.0,-0.4703325899021245,0
16,-241.81,0.26856083619687865,0
17,-251.39,-0.6850090662488795,0
18,-244.21,0.05290569404247013,0
19,-239.42,0.549578776998556,0
20,-246.6,-0.16187371413653223,0
21,-239.42,0.575844049269983,0
22,-239.42,0.5887981556038262,0
23,-241.81,0.3603830769014669,0
24,-246.6,-0.11044117548258482,0
25,-244.21,0.1431468744580356,0
26,-249.0,-0.3281501909749434,0
27,-244.21,0.16712479088242424,0
28,-239.42,0.6620927772890822,0
29,-241.81,0.43209329574034777,0
30,-246.6,-0.04048238418825585,0
31,-244.21,0.2111932645318391,0
32,-244.21,0.22125520757515976,0
33,-246.6,-0.010317871039212183,0
34,-253.79,-0.7267725666764439,0
35,-241.81,0.49102019270599423,0
36,-239.42,0.7404705374976941,0
37,-246.6,0.02358189310287688,0
38,-251.39,-0.45260849819691185,0
39,-258.57,-1.1705287773246797,0
40,-251.39,-0.4397123878010204,0
41,-253.79,-0.6762869902317227,0
42,-253.79,-0.6711896742465918,0
43,-251.39,-0.42442474427345345,0
44,-251.39,-0.42042965964108053,0
45,-246.6,0.06643829752839314,0
46,-256.18,-0.8975227035433121,0
47,-251.39,-0.41175484100885434,0
48,-239.42,0.7981035669253259,0
49,-239.42,0.7993654163765879,0
50,-246.6,0.0754650375469339,0
51,-246.6,0.0756808145129283,0
52,-246.6,0.07539066675916373,0
53,-249.0,-0.16760931111341967,0
54,-251.39,-0.4100771890874942,0
55,-253.79,-0.6540147544564162,0
56,-241.81,0.5528919460535535,0
57,-244.21,0.3080892512269054,0
58,-249.0,-0.17832374402482143,0
59,-256.18,-0.9063250543360909,0
60,-249.0,-0.18541521202713243,0
61,-237.03,1.0185875759683192,0
62,-246.6,0.04838041226098172,0
63,-253.79,-0.6819096662589926,0
64,-253.79,-0.686811828207121,0
65,-249.0,-0.2085163997241286,0
66,-246.6,0.028370256998234363,0
67,-246.6,0.02286698638690888,0
68,-246.6,0.017219668267267924,0
69,-244.21,0.25266511821258697,0
70,-241.81,0.4890329155637353,0
71,-241.81,0.4831248751861739,0
72,-246.6,-0.0062388640088946665,0
73,-249.0,-0.25439610592284595,0
74,-246.6,-0.018092325876786986,0
75,-246.6,-0.023952753748499648,0
76,-251.39,-0.5131589375460912,0
77,-239.42,0.6892265590688749,0
78,-237.03,0.9248918363935368,0
79,-241.81,0.4370880494545162,0
80,-249.0,-0.2937632899943011,0
81,-239.42,0.6680818288909582,0
82,-239.42,0.6632982860051269,0
83,-249.0,-0.30809382281176256,0
84,-244.21,0.17105323407006065,0
85,-244.21,0.16705383603425938,0
86,-249.0,-0.32007590636602673,0
87,-251.39,-0.5646780359265816,0
88,-251.39,-0.5677486166485347,0
89,-244.21,0.15414977390127485,0
90,-246.6,-0.08944916269871704,0
91,-241.81,0.39193941879472244,0
92,-244.21,0.14804502916554624,0
93,-244.21,0.14673368031054945,0
94,-241.81,0.38800893362118793,0
95,-246.6,-0.0959881045053796,0
96,-244.21,0.14502015995629383,0
97,-251.39,-0.5794440359608674,0
98,-241.81,0.3879442172116711,0
99,-244.21,0.14662560561033067,0
100,-237.03,0.8725145437352205,0
101,-237.03,0.8741176529089849,0
102,-249.0,-0.33200012812615637,0
103,-246.6,-0.08751237866848817,0
104,-239.42,0.6397079298827655,0
105,-241.81,0.40138839833841855,0
106,-241.81,0.4045647727149128,0
107,-256.18,-1.0422646465600487,0
108,-256.18,-1.0385624420517967,0
109,-253.79,-0.793416050895936,0
110,-258.57,-1.2716779476616467,0
111,-244.21,0.18194098006835477,0
112,-244.21,0.18646678595925323,0
113,-249.0,-0.29228019019624324,0
114,-251.39,-0.5286793277269388,0
115,-246.6,-0.040337352625797976,0
116,-244.21,0.2058704044082819,0
117,-244.21,0.21092900433229925,0
118,-246.6,-0.02518604317542877,0
119,-239.42,0.7045511489598616,0
120,-237.03,0.9508476607319176,0
121,-234.63,1.1981136773975818,0
122,-239.42,0.7196719184658102,0
123,-244.21,0.24114110653096066,0
124,-246.6,0.004714465909118214,0
125,-246.6,0.009358851168166262,0
126,-249.0,-0.22837494735523003,0
127,-246.6,0.018142741918826078,0
128,-249.0,-0.21998031480837904,0
129,-244.21,0.2673127527978511,0
130,-253.79,-0.6959192837328971,0
131,-249.0,-0.20914141443645207,0
132,-244.21,0.2773503556916992,0
133,-253.79,-0.6867388945537364,0
134,-246.6,0.041346601773675995,0
135,-251.39,-0.4399722765300533,0
136,-210.69,3.669390680179154,0
137,-308.85,-6.235909577988108,0
138,-239.42,0.7722640746833671,0
139,-141.26,10.679600479948725,0
140,-354.34,-10.825028129680314,0
141,-270.54,-2.3677484291642013,0
142,-110.13,13.820913181588757,0
143,-347.16,-10.102051328016431,0
144,-287.3,-4.062109142219675,0
145,-134.08,11.399685198603146,0
146,-301.67,-5.516344714967771,0
147,-308.85,-6.243566960180574,0
148,-208.3,3.9013483882600157,0
149,-234.63,1.240636306965671,0
150,-253.79,-0.6968387089013525,0
151,-296.88,-5.0498030852321305,0
152,-232.24,1.4694023225636792,0
153,-189.14,5.814348523905661,0
154,-335.19,-8.930816855076664,0
155,-263.36,-1.686999117724368,0
156,-155.62,9.180683751913964,0
157,-299.28,-5.324215294137986,0
158,-284.91,-3.8803806267850773,0
159,-177.17,6.986463004468534,0
160,-256.18,-0.9944851988376093,0
161,-284.91,-3.901198027407277,0
162,-229.84,1.6493168540482355,0
163,-237.03,0.9161272365359167,0
164,-265.76,-1.9911208375225575,0
165,-289.7,-4.415076699277487,0
166,-225.05,2.1017107933432357,0
167,-181.96,6.442490515583248,0
168,-256.18,-1.0561834401005246,0
169,-251.39,-0.5808952009249299,0
170,-244.21,0.13558475829147104,0
171,-244.21,0.12743752235398534,0
172,-244.21,0.11932033363463738,0
173,-241.81,0.35347359292108604,0
174,-241.81,0.3454847861395269,0
175,-227.45,1.7868615643115469,0
176,-234.63,1.0544551724047222,0
177,-241.81,0.3221886443732562,0
178,-239.42,0.555924499994583,0
179,-246.6,-0.17600245050594193,0
180,-237.03,0.7827451309063762,0
181,-249.0,-0.43219349269793833,0
182,-246.6,-0.1966219519710665,0
183,-239.42,0.5216148775015278,0
184,-246.6,-0.20915271277372607,0
185,-246.6,-0.21500866301365623,0
186,-244.21,0.020634101386380128,0
187,-239.42,0.49879659800382076,0
188,-249.0,-0.47300534121183946,0
189,-239.42,0.4892183186616196,0
190,-237.03,0.7261296217460517,0
191,-244.21,-0.0024631302803657354,0
192,-234.63,0.9607742036712895,0
193,-256.18,-1.2174018488236773,0
194,-241.81,0.22996437450621157,0
195,-253.79,-0.981659390253361,0
196,-253.79,-0.983855867639829,0
197,-241.81,0.22337566974144202,0
198,-225.05,1.9133823740468499,0
199,-263.36,-1.95413624798883,0
200,-241.81,0.2200084755159182,0
201,-265.76,-2.197535441721421,0
202,-256.18,-1.2307514817402017,0
203,-256.18,-1.2304768047459786,0
204,-222.66,2.153105365600017,0
205,-246.6,-0.2620739137785084,0
206,-249.0,-0.5030292399952749,0
207,-232.24,1.190031968509541,0
208,-234.63,0.9507036057862084,0
209,-246.6,-0.25518178664431934,0
210,-258.57,-1.4607830618054238,0
211,-241.81,0.23343421631973568,0
212,-234.63,0.9610614901492319,0
213,-256.18,-1.2106071839254093,0
214,-253.79,-0.9659192288618712,0
215,-225.05,1.9383391582536034,0
216,-249.0,-0.4748753398173582,0
217,-251.39,-0.7119721674746065,0
218,-229.84,1.4672337576297436,0
219,-244.21,0.021419846067146565,0
220,-253.79,-0.9408137914205741,0
221,-239.42,0.514221401633978,0
222,-234.63,1.002530277752769,0
223,-239.42,0.5240980704130028,0
224,-246.6,-0.19544673717856098,0
225,-239.42,0.5343574182807702,0
226,-239.42,0.5395936144575751,0
227,-256.18,-1.1466044053350668,0
228,-234.63,1.0336313863811706,0
229,-234.63,1.0389781560807947,0
230,-253.79,-0.8893700873284126,0
231,-246.6,-0.15837786262585174,0
232,-239.42,0.5715853698344145,0
233,-258.57,-1.355812622230862,0
234,-253.79,-0.8681467289421307,0
235,-244.21,0.10389472527650133,0
236,-241.81,0.35123009202923566,0
237,-253.79,-0.8528053710052874,0
238,-253.79,-0.8478678411362467,0
239,-239.42,0.6072395256918626,0
240,-251.39,-0.5961087919685916,0
241,-249.0,-0.3503181010217257,0
242,-239.42,0.6209766496022434,0
243,-249.0,-0.34158063844277947,0
244,-249.0,-0.33744451280709903,0
245,-241.81,0.3921679915228658,0
246,-251.39,-0.5708895622235388,0
247,-256.18,-1.0507043677371966,0
248,-246.6,-0.08043221595228234,0
249,-249.0,-0.31942639575413057,0
250,-249.0,-0.3164067318250812,0
251,-246.6,-0.07137915772730588,0
252,-241.81,0.4146416225922883,0
253,-246.6,-0.06640921936230827,0
254,-237.03,0.9015834436934634,0
255,-232.24,1.386930896338586,0
256,-244.21,0.18056045169285134,0
257,-256.18,-1.026045441477904,0
258,-251.39,-0.5414038826940721,0
259,-256.18,-1.0238543042458224,0
260,-253.79,-0.781912907973653,0
261,-244.21,0.18542818026602081,0
262,-241.81,0.4278907017183169,0
263,-237.03,0.9103072678604752,0
264,-234.63,1.1522797979824406,0
265,-232.24,1.392998517117374,0
266,-227.45,1.8756910661767696,0
267,-244.21,0.18322989785052785,0
268,-239.42,0.6654396167419793,0
269,-237.03,0.9051936193442748,0
270,-239.42,0.662295655617054,0
271,-239.42,0.6603738084346411,0
272,-239.42,0.658223579593882,0
273,-246.6,-0.06878480019072018,0
274,-246.6,-0.07137843045201454,0
275,-251.39,-0.5576118154513338,0
276,-258.57,-1.2852615833479863,0
277,-256.18,-1.0472707380008344,0
278,-244.21,0.1573769150289878,0
279,-249.0,-0.3296482856321826,0
280,-249.0,-0.33342687964792767,0
281,-249.0,-0.3373760168020625,0
282,-249.0,-0.3414865052185635,0
283,-249.0,-0.3457485936397023,0
284,-241.81,0.3754913142435392,0
285,-244.21,0.12873998222434416,0
286,-258.57,-1.3251809887323958,0
287,-246.6,-0.1218811584264822,0
288,-249.0,-0.36895337240766674,0
289,-246.6,-0.13167235249372608,0
290,-244.21,0.10453102837515565,0
291,-246.6,-0.14173670047879575,0
292,-244.21,0.09437178794399073,0
293,-249.0,-0.3941794675259866,0
294,-249.0,-0.39931565650843637,0
295,-249.0,-0.40444726730624336,0
296,-256.18,-1.1341927865209414,0
297,-253.79,-0.898060049891377,0
298,-249.0,-0.41965789190860947,0
299,-246.6,-0.1823959807855748,0
300,-241.81,0.29615842169605,0
301,-239.42,0.532595766690153,0
302,-244.21,0.04451572525837219,0
303,-241.81,0.2822117752084064,0
304,-241.81,0.27783912328001537,0
305,-239.42,0.514839369602617,0
306,-244.21,0.027385769392395228,0
307,-244.21,0.02355342845758917,0
308,-244.21,0.019931483795984566,0
309,-244.21,0.01653443840133474,0
310,-239.42,0.4968021057059698,0
311,-246.6,-0.23073761626227557,0
312,-241.81,0.25004786570458887,0
313,-239.42,0.48889351406614595,0
314,-237.03,0.7280284638655964,0
315,-244.21,0.001621294221348314,0
316,-244.21,0.00015850648366901824,0
317,-246.6,-0.24219290213189323,0
318,-234.63,0.9650519065768262,0
319,-239.42,0.4811468001983172,0
320,-249.0,-0.48584173109897416,0
321,-244.21,-0.00220485664534134,0
322,-246.6,-0.24284923343632475,0
323,-246.6,-0.24192880438878658,0
324,-251.39,-0.724074900250123,0
325,-244.21,0.0021997784628483143,0
326,-244.21,0.004201996901811473,0
327,-241.81,0.24878291287664445,0
328,-246.6,-0.23191972831101787,0
329,-246.6,-0.22883936190592238,0
330,-239.42,0.49922873080943675,0
331,-241.81,0.2618035899120478,0
332,-239.42,0.5071384641044805,0
333,-234.63,0.9950277026253497,0
334,-237.03,0.7576028984684596,0
335,-244.21,0.0380822315960417,0
336,-244.21,0.04350678866096568,0
337,-249.0,-0.4341936692249813,0
338,-246.6,-0.18596134908033826,0
339,-239.42,0.544964890471901,0
340,-241.81,0.31031328768835786,0
341,-244.21,0.07490327530646879,0
342,-251.39,-0.6426867986154962,0
343,-256.18,-1.1188471288095674,0
344,-241.81,0.3389015249060116,0
345,-239.42,0.5877708077625698,0
346,-256.18,-1.0958807545793232,0
347,-241.81,0.36238656187833135,0
348,-229.84,1.5785747968033204,0
349,-258.57,-1.3127216446808787,0
350,-253.79,-0.8219536168856372,0
351,-241.81,0.3955510991306393,0
352,-246.6,-0.07937336772469916,0
353,-251.39,-0.5542507626972543,0
354,-239.42,0.6623858809852714,0
355,-244.21,0.1875467049853313,0
356,-246.6,-0.045083743150873844,0
357,-244.21,0.20467511128179747,0
358,-241.81,0.45539768178204526,0
359,-244.21,0.2216216454536574,0
360,-251.39,-0.49465230969095203,0
361,-249.0,-0.24518279294624598,0
362,-260.97,-1.4450973299004826,0
363,-244.21,0.2544009298301538,0
364,-241.81,0.5044822047849851,0
365,-275.33,-2.8707898809536445,0
366,-246.6,0.036274854201164185,0
367,-227.45,1.9762935387423606,0
368,-258.57,-1.1573439084542152,0
369,-246.6,0.057610229607474514,0
370,-239.42,0.788903867908751,0
371,-251.39,-0.4127431746577247,0
372,-239.42,0.8014712690540615,0
373,-239.42,0.8073570556444224,0
374,-258.57,-1.11972977478377,0
375,-249.0,-0.14856829158818502,0
376,-232.24,1.5479402097090185,0
377,-251.39,-0.38003465776101353,0
378,-268.15,-2.067111949300573,0
379,-244.21,0.35309931138513123,0
380,-234.63,1.3237205199717943,0
381,-258.57,-1.0889558794356002,0
382,-265.76,-1.811485934033786,0
383,-232.24,1.5742656477033758,0
384,-237.03,1.0932852883608575,0
385,-268.15,-2.0453592260371645,0
386,-249.0,-0.1108928848227192,0
387,-222.66,2.5488802539220816,0
388,-249.0,-0.10835645050290907,0
389,-239.42,0.8592618023183617,0
390,-229.84,1.8265487247104013,0
391,-251.39,-0.3482554888693608,0
392,-256.18,-0.8318984456222042,0
393,-249.0,-0.10780143041857675,0
394,-258.57,-1.0744955050209783,0
395,-253.79,-0.593239672692581,0
396,-258.57,-1.0771195107202594,0
397,-239.42,0.8538154272343649,0
398,-234.63,1.3351941152360787,0
399,-265.76,-1.8088960521103603,0
400,-234.63,1.33026808809113,0
401,-244.21,0.3605551238946529,0
402,-270.54,-2.299887352633504,0
403,-244.21,0.3540827644549916,0
404,-227.45,2.041977552694224,0
405,-256.18,-0.8613810964496218,0
406,-246.6,0.10144582658708122,0
407,-237.03,1.063063335848928,0
408,-251.39,-0.39061822484545744,0
409,-256.18,-0.8786343477001474,0
410,-249.0,-0.15875555005308492,0
411,-246.6,0.07855394539853616,0
412,-241.81,0.5569312421656496,0
413,-241.81,0.5517546942474847,0
414,-234.63,1.2710966166148137,0
415,-253.79,-0.6680016809586667,0
416,-256.18,-0.9146956295971272,0
417,-239.42,0.7712263312215071,0
418,-256.18,-0.9258884210303269,0
419,-253.79,-0.6903623837487035,0
420,-234.63,1.237617698749331,0
421,-256.18,-0.9430453944995978,0
422,-244.21,0.2592460362056269,0
423,-244.21,0.25347269703224584,0
424,-251.39,-0.4769281103352813,0
425,-256.18,-0.966102810921692,0
426,-251.39,-0.4883971570533707,0
427,-249.0,-0.2528695868018646,0
428,-246.6,-0.01628307135872465,0
429,-244.21,0.21935380938611612,0
430,-246.6,-0.027356751913350734,0
431,-241.81,0.45064489907287647,0
432,-251.39,-0.521544019428306,0
433,-237.03,0.9224816283293232,0
434,-253.79,-0.7741438937958836,0
435,-253.79,-0.7791741405995336,0
436,-239.42,0.6661892077331334,0
437,-249.0,-0.3054540477408964,0
438,-246.6,-0.06790045317490016,0
439,-251.39,-0.5558574581844034,0
440,-237.03,0.889016439202632,0
441,-232.24,1.368188780625075,0
442,-253.79,-0.8108321318023499,0
443,-241.81,0.3942738948382034,0
444,-227.45,1.8397273976989548,0
445,-253.79,-0.8222745469459093,0
446,-253.79,-0.8257886986487107,0
447,-237.03,0.8623336043831427,0
448,-246.6,-0.10672152178918062,0
449,-244.21,0.13142355452177945,0
450,-239.42,0.611934326794929,0
451,-241.81,0.3679572933866008,0
452,-241.81,0.3653323385774229,0
453,-251.39,-0.604003277518212,0
454,-251.39,-0.6063497909846255,0
455,-239.42,0.5994972904083868,0
456,-246.6,-0.12721991600176613,0
457,-241.81,0.35424776864622015,0
458,-241.81,0.35240986936096597,0
459,-253.79,-0.8583820660832218,0
460,-244.21,0.10685623726951134,0
461,-244.21,0.10534693262197824,0
462,-246.6,-0.13727253930614958,0
463,-239.42,0.58604240522069,0
464,-244.21,0.10138348546688045,0
465,-239.42,0.5836558778045625,0
466,-237.03,0.8237842473947264,0
467,-244.21,0.0981375047323139,0
468,-246.6,-0.14402250702003697,0
469,-246.6,-0.14491950093165737,0
470,-244.21,0.0954404074721781,0
471,-253.79,-0.8722168791669578,0
472,-246.6,-0.1473425265708054,0
473,-260.97,-1.59835768553158,0
474,-251.39,-0.6322182894050324,0
475,-244.21,0.09172401411497702,0
476,-251.39,-0.6335863518668742,0
477,-246.6,-0.15082617046407715,0
478,-244.21,0.08972279128288575,0
479,-241.81,0.331283160222327,0
480,-244.21,0.08840687052589838,0
481,-253.79,-0.8791085883720628,0
482,-241.81,0.32928831900505345,0
483,-244.21,0.08638757480381126,0
484,-241.81,0.3279083140148466,0
485,-244.21,0.08497837349616176,0
486,-249.0,-0.39917728129389085,0
487,-246.6,-0.1577085392878125,0
488,-249.0,-0.40069483200392764,0
489,-251.39,-0.6426927026416297,0
490,-256.18,-1.1269293955314499,0
491,-241.81,0.3225155204090755,0
492,-241.81,0.32166166444230054,0
493,-237.03,0.8032032630898102,0
494,-246.6,-0.16353449338909173,0
495,-244.21,0.07675866815006015,0
496,-239.42,0.5592506957972317,0
497,-241.81,0.317091246523516,0
498,-244.21,0.07390651555681753,0
499,-244.21,0.07292478198920754,0
500,-237.03,0.7965642391291061,0
501,-237.03,0.7955585396061818,0
502,-239.42,0.5533352960360514,0
503,-246.6,-0.17232111247401502,0
504,-244.21,0.06785933895981297,0
505,-241.81,0.30904550639551726,0
506,-241.81,0.30801257005651733,0
507,-251.39,-0.6598716185202097,0
508,-253.79,-0.9031195935114121,0
509,-244.21,0.06270545398651926,0
510,-249.0,-0.42174118144302486,0
511,-256.18,-1.1473888238487207,0
512,-253.79,-0.9071853919546605,0
513,-249.0,-0.4247543360539406,0
514,-239.42,0.5411138324264513,0
515,-241.81,0.2989345671757747,0
516,-244.21,0.05575936059456229,0
517,-246.6,-0.18639257823035663,0
518,-237.03,0.7785206542348874,0
519,-237.03,0.7776065157813052,0
520,-241.81,0.294290971389796,0
521,-241.81,0.2934071013538717,0
522,-253.79,-0.9165308905503163,0
523,-251.39,-0.6751677199851395,0
524,-249.0,-0.4347997488691816,0
525,-241.81,0.2900165719660712,0
526,-237.03,0.7716186039637148,0
527,-234.63,1.013033049408563,0
528,-244.21,0.045388717995528155,0
529,-241.81,0.28682248111499303,0
530,-244.21,0.04382887761995934,0
531,-241.81,0.28527649351156603,0
532,-246.6,-0.19891449718722976,0
533,-241.81,0.28374919974407853,0
534,-239.42,0.5241969404373392,0
535,-237.03,0.7646446685481494,0
536,-239.42,0.5226743097771459,0
537,-241.81,0.280700929651183,0
538,-246.6,-0.20349437159460088,0
539,-244.21,0.03693868874684063,0
540,-237.03,0.7607907016743286,0
541,-246.6,-0.20584145732835238,0
542,-244.21,0.0345683932127079,0
543,-251.39,-0.6908732221197945,0
544,-241.81,0.2751613069659307,0
545,-249.0,-0.4513085373044471,0
546,-246.6,-0.2099268735065082,0
547,-256.18,-1.1776230342968295,0
548,-244.21,0.029584304660867304,0
549,-251.39,-0.6959089254391032,0
550,-244.21,0.02786081560931382,0
551,-246.6,-0.21421497098962297,0
552,-249.0,-0.4573009076847159,0
553,-249.0,-0.45816756996439306,0
554,-244.21,0.02439636838802074,0
555,-237.03,0.7481768336355403,0
556,-253.79,-0.9441502933272458,0
557,-246.6,-0.21933226766799868,0
558,-249.0,-0.4623542487683114,0
559,-241.81,0.26251025167383296,0
560,-253.79,-0.9473067085939194,0
561,-239.42,0.5022591711956114,0
562,-244.21,0.018164177119466694,0
563,-253.79,-0.9493082683912801,0
564,-244.21,0.016977053669633365,0
565,-244.21,0.016471985836166176,0
566,-241.81,0.2582522957460273,0
567,-234.63,0.9825238500431768,0
568,-241.81,0.2576089450621175,0
569,-244.21,0.01519922392949232,0
570,-244.21,0.015102680964229813,0
571,-246.6,-0.22609945691661568,0
572,-239.42,0.4986503482369121,0
573,-246.6,-0.2257514822007223,0
574,-249.0,-0.4676136108910373,0
575,-246.6,-0.22491105468683184,0
576,-241.81,0.2591357045544535,0
577,-239.42,0.5011068738273337,0
578,-241.81,0.26080908531815805,0
579,-241.81,0.26187244518219954,0
580,-251.39,-0.7037579920116404,0
581,-246.6,-0.2189488910219654,0
582,-249.0,-0.4596169395222687,0
583,-241.81,0.2677453666113786,0
584,-241.81,0.2696367855153218,0
585,-249.0,-0.45394043429183534,0
586,-244.21,0.031727684447926244,0
587,-241.81,0.27636475664964033,0
588,-244.21,0.03674430050899328,0
589,-244.21,0.03951840198576609,0
590,-244.21,0.04246837521129906,0
591,-244.21,0.04559229482140161,0
592,-241.81,0.2911049821424644,0
593,-246.6,-0.18885782492141215,0
594,-249.0,-0.42744880785138545,0
595,-237.03,0.7843960792966705,0
596,-239.42,0.5471255892500221,0
597,-241.81,0.31000124168795623,0
598,-249.0,-0.411419330930647,0
599,-246.6,-0.16484840916676363,0
600,-249.0,-0.4025906484936073,0
601,-246.6,-0.15578555806611027,0
602,-244.21,0.09011236640877726,0
603,-241.81,0.3371107104800805,0
604,-246.6,-0.14145457289627794,0
605,-241.81,0.3468992637628456,0
606,-246.6,-0.13154354786185174,0
607,-237.03,0.8393235070233322,0
608,-244.21,0.11974235862291886,0
609,-232.24,1.3328692631114099,0
610,-232.24,1.3379361678255377,0
611,-241.81,0.37714595528856193,0
612,-246.6,-0.10125736721497974,0
613,-246.6,-0.09627957871495635,0
614,-251.39,-0.5747873587501007,0
615,-251.39,-0.5699443007902537,0
616,-246.6,-0.08176552673858521,0
617,-244.21,0.16409065101622206,0
618,-246.6,-0.07258965268454079,0
619,-251.39,-0.5516220257217787,0
620,-246.6,-0.0639517125020025,0
621,-244.21,0.18133827276685474,0
622,-239.42,0.6686694430559145,0
623,-210.69,3.571930944569537,0
624,-308.85,-6.331250922861022,0
625,-239.42,0.6792004917467094,0
626,-141.26,10.588972625996329,0
627,-354.34,-10.913064437191679,0
628,-270.54,-2.453040250136229,0
629,-110.13,13.738515202616586,0
630,-347.16,-10.18141037828858,0
631,-287.3,-4.138289104302451,0
632,-134.08,11.32681892656597,0
633,-301.67,-5.58576885293864,0
634,-308.85,-6.309427245858795,0
635,-208.3,3.8391664134434142,0
636,-234.63,1.182239343833833,0
637,-253.79,-0.7513521780816711,0
638,-296.88,-5.100343218956166,0
639,-232.24,1.4229163425882791,0
640,-189.14,5.771988151037041,0
641,-335.19,-8.968989832610601,0
642,-263.36,-1.7209328348745419,0
643,-155.62,9.151031021564183,0
644,-299.28,-5.3495556224870855,0
645,-284.91,-3.9013875787598082,0
646,-177.17,6.969799875713631,0
647,-256.18,-1.0068046290801609,0
648,-284.91,-3.9091844571417673,0
649,-229.84,1.6456421934997634,0
650,-237.03,0.916732661518538,0
651,-265.76,-1.9862773418796056,0
652,-289.7,-4.406047318838906,0
653,-225.05,2.1148638998674465,0
654,-181.96,6.459695451387249,0
655,-239.42,0.6564775709212863,0
656,-249.0,-0.3146315961485665,0
657,-246.6,-0.07678760260676395,0
658,-241.81,0.4021636924952203,0
659,-237.03,0.8800198993945122,0
660,-241.81,0.39297241433685876,0
661,-239.42,0.6294944242412045,0
662,-244.21,0.14134236003825212,0
663,-244.21,0.13659128417932134,0
664,-251.39,-0.5928035195511416,0
