time,value
152,9.882358
153,9.927821
154,9.913465
155,9.896714
156,9.906285
157,9.911072
158,9.934999
159,9.877572
160,9.906285
161,9.920643
162,9.91825
163,9.889536
164,9.908679
165,9.946963
166,9.911072
167,9.891929
168,9.927821
169,9.91825
170,9.899107
171,9.882358
172,9.920643
173,9.937392
174,9.911072
175,9.899107
176,9.944571
177,9.915857
178,9.887143
179,9.908679
180,9.939785
181,9.906285
182,9.899107
183,9.939785
184,9.932607
185,9.911072
186,9.896714
187,9.942178
188,9.956535
189,9.899107
190,9.906285
191,9.927821
192,9.908679
193,9.908679
194,9.913465
195,9.949356
196,9.9015
197,9.882358
198,9.920643
199,9.908679
200,9.887143
201,9.899107
202,9.923036
203,9.930214
204,9.891929
205,9.899107
206,9.937392
207,9.932607
208,9.891929
209,9.889536
210,9.954143
211,9.906285
212,9.891929
213,9.923036
214,9.934999
215,9.908679
216,9.9015
217,9.925428
218,9.91825
219,9.894321
220,9.913465
221,9.932607
222,9.925428
223,9.887143
224,9.9015
225,9.930214
226,9.88475
227,9.9015
228,9.932607
229,9.937392
230,9.911072
231,9.889536
232,9.923036
233,9.9015
234,9.879965
235,9.927821
236,9.937392
237,9.906285
238,9.882358
239,9.923036
240,9.942178
241,9.88475
242,9.891929
243,9.932607
244,9.932607
245,9.896714
246,9.889536
247,9.939785
248,9.923036
249,9.894321
250,9.915857
251,9.946963
252,9.923036
253,9.882358
254,9.920643
255,9.925428
256,9.891929
257,9.891929
258,9.915857
259,9.930214
260,9.891929
261,9.88475
262,9.925428
263,9.908679
264,9.896714
265,9.920643
266,9.915857
267,9.91825
268,9.887143
269,9.91825
270,9.923036
271,9.891929
272,9.9038925
273,9.915857
274,9.927821
275,9.915857
276,9.908679
277,9.934999
278,9.9038925
279,9.891929
280,9.908679
281,9.925428
282,9.937392
283,9.882358
284,9.937392
285,9.939785
286,9.911072
287,9.848858
288,9.961321
289,9.95175
290,9.793823
291,9.920643
292,10.004392
293,9.875179
294,9.8727865
295,9.913465
296,10.021141
297,9.860822
298,9.822537
299,10.009177
300,9.963714
301,9.848858
302,9.829716
303,9.968499
304,9.954143
305,9.9038925
306,9.834501
307,9.9756775
308,9.97807
309,9.891929
310,9.8632145
311,9.932607
312,10.025927
313,9.870394
314,9.80818
315,9.894321
316,10.076176
317,9.846465
318,9.796216
319,9.963714
320,10.040284
321,9.851251
322,9.769895
323,10.013963
324,10.030712
325,9.796216
326,9.777073
327,10.078569
328,9.949356
329,9.769895
330,9.829716
331,10.102497
332,9.925428
333,9.741181
334,9.942178
335,10.068997
336,9.875179
337,9.729217
338,10.0163555
339,10.013963
340,9.781859
341,9.789038
342,10.068997
343,9.956535
344,9.750752
345,9.865608
346,10.100104
347,9.882358
348,9.717253
349,9.987641
350,10.052248
351,9.829716
352,9.738789
353,10.066605
354,10.009177
355,9.765109
356,9.8321085
357,10.083355
358,9.958928
359,9.7196455
360,9.91825
361,10.107283
362,9.868001
363,9.71486
364,10.004392
365,10.04507
366,9.798609
367,9.757931
368,10.080962
369,9.980463
370,9.734002
371,9.88475
372,10.0881405
373,9.913465
374,9.724431
375,9.963714
376,10.059426
377,9.834501
378,9.762716
379,10.028319
380,9.999606
381,9.77468
382,9.82493
383,10.068997
384,9.949356
385,9.745967
386,9.927821
387,10.047462
388,9.879965
389,9.772287
390,9.990034
391,10.018748
392,9.817751
393,9.834501
394,10.040284
395,9.949356
396,9.79143
397,9.899107
398,10.021141
399,9.896714
400,9.798609
401,9.942178
402,9.987641
403,9.870394
404,9.853643
405,9.994821
406,9.956535
407,9.839287
408,9.908679
409,9.987641
410,9.927821
411,9.858429
412,9.927821
413,9.982856
414,9.891929
415,9.879965
416,9.949356
417,9.939785
418,9.889536
419,9.899107
420,9.95175
421,9.920643
422,9.870394
423,9.915857
424,9.937392
425,9.911072
426,9.891929
427,9.923036
428,9.946963
429,9.896714
430,9.91825
431,9.927821
432,9.913465
433,9.894321
434,9.896714
435,9.927821
436,9.906285
437,9.894321
438,9.932607
439,9.911072
440,9.894321
441,9.9038925
442,9.925428
443,9.9015
444,9.887143
445,9.899107
446,9.915857
447,9.915857
448,9.908679
449,9.860822
450,9.980463
451,9.906285
452,9.848858
453,9.956535
454,9.954143
455,9.882358
456,9.879965
457,9.942178
458,9.999606
459,9.846465
460,9.8727865
461,9.961321
462,9.915857
463,9.877572
464,9.882358
465,9.954143
466,9.906285
467,9.937392
468,9.84168
469,9.925428
470,9.95175
471,9.91825
472,9.889536
473,9.856036
474,10.004392
475,9.925428
476,9.82493
477,9.858429
478,10.066605
479,9.882358
480,9.779466
481,9.9015
482,10.068997
483,9.858429
484,9.741181
485,10.001999
486,10.030712
487,9.827323
488,9.731609
489,10.07139
490,9.982856
491,9.755538
492,9.829716
493,10.114461
494,9.949356
495,9.731609
496,9.913465
497,10.097712
498,9.877572
499,9.698111
500,10.028319
501,10.066605
502,9.812965
503,9.741181
504,10.07139
505,9.970892
506,9.726824
507,9.853643
508,10.102497
509,9.932607
510,9.688539
511,9.949356
512,10.097712
513,9.860822
514,9.717253
515,10.047462
516,10.042677
517,9.777073
518,9.772287
519,10.116854
520,9.994821
521,9.707682
522,9.887143
523,10.112068
524,9.906285
525,9.686146
526,9.999606
527,10.0881405
528,9.812965
529,9.74836
530,10.07139
531,10.0163555
532,9.757931
533,9.836894
534,10.085748
535,9.949356
536,9.712467
537,9.934999
538,10.073783
539,9.870394
540,9.74836
541,10.028319
542,10.040284
543,9.786645
544,9.805787
545,10.064212
546,9.963714
547,9.767502
548,9.906285
549,10.061819
550,9.887143
551,9.757931
552,9.985249
553,10.033105
554,9.860822
555,9.820144
556,10.021141
557,9.982856
558,9.796216
559,9.879965
560,10.028319
561,9.920643
562,9.80818
563,9.923036
564,9.994821
565,9.853643
566,9.822537
567,9.956535
568,9.968499
569,9.8727865
570,9.860822
571,9.973285
572,9.934999
573,9.8321085
574,9.882358
575,9.944571
576,9.906285
577,9.865608
578,9.9038925
579,9.954143
580,9.908679
581,9.8727865
582,9.906285
583,9.930214
584,9.911072
585,9.8727865
586,9.925428
587,9.915857
588,9.896714
589,9.894321
590,9.908679
591,9.942178
592,9.925428
593,9.913465
594,9.927821
595,9.913465
596,9.911072
597,9.896714
598,9.915857
599,9.923036
600,9.896714
601,9.891929
602,9.913465
603,9.920643
604,9.9015
605,9.865608
606,9.925428
607,9.906285
608,9.91825
609,9.899107
610,9.923036
611,9.913465
612,9.8727865
613,9.896714
614,9.923036
615,9.891929
616,9.906285
617,9.91825
618,9.944571
619,9.913465
620,9.882358
621,9.934999
622,9.920643
623,9.891929
624,9.891929
625,9.934999
626,9.925428
627,9.875179
628,9.9038925
629,9.932607
630,9.908679
631,9.9015
632,9.906285
633,9.939785
634,9.915857
635,9.889536
636,9.915857
637,9.913465
638,9.9015
639,9.894321
640,9.906285
641,9.906285
642,9.9038925
643,9.925428
644,9.923036
645,9.906285
646,9.913465
647,9.927821
648,9.927821
649,9.9015
650,9.911072
651,9.942178
652,9.911072
653,9.923036
654,9.927821
655,9.927821
656,9.911072
657,9.891929
658,9.934999
659,9.927821
660,9.896714
661,9.877572
662,9.91825
663,9.939785
664,9.891929
665,9.9038925
666,9.923036
667,9.915857
668,9.88475
669,9.894321
670,9.920643
671,9.911072
672,9.88475
673,9.911072
674,9.908679
675,9.887143
676,9.9015
677,9.930214
678,9.923036
679,9.887143
680,9.891929
681,9.925428
682,9.920643
683,9.911072
684,9.889536
685,9.925428
686,9.913465
687,9.88475
688,9.913465
689,9.911072
690,9.894321
691,9.896714
692,9.915857
693,9.925428
694,9.894321
695,9.91825
696,9.911072
697,9.906285
698,9.896714
699,9.908679
700,9.927821
701,9.908679
702,9.915857
703,9.944571
704,9.923036
705,9.911072
706,9.9038925
707,9.923036
708,9.927821
709,9.894321
710,9.911072
711,9.913465
712,9.915857
713,9.88475
714,9.930214
715,9.927821
716,9.906285
717,9.906285
718,9.920643
719,9.930214
720,9.934999
721,9.913465
722,9.915857
723,9.932607
724,9.891929
725,9.9038925
726,9.913465
727,9.925428
728,9.9038925
729,9.9015
730,9.949356
731,9.934999
732,9.896714
733,9.889536
734,9.920643
735,9.920643
736,9.889536
737,9.894321
738,9.911072
739,9.894321
740,9.894321
741,9.911072
742,9.91825
743,9.9015
744,9.9015
745,9.925428
746,9.91825
747,9.91825
748,9.906285
749,9.891929
750,9.896714
751,9.911072
752,9.915857
753,9.906285
754,9.911072
755,9.913465
756,9.913465
757,9.899107
758,9.896714
759,9.927821
760,9.915857
761,9.9015
762,9.908679
763,9.932607
764,9.925428
765,9.9038925
766,9.9038925
767,9.923036
768,9.911072
769,9.899107
770,9.91825
771,9.934999
772,9.925428
773,9.906285
774,9.911072
775,9.932607
776,9.908679
777,9.896714
778,9.887143
779,9.915857
780,9.915857
781,9.9038925
782,9.925428
783,9.920643
784,9.899107
785,9.913465
786,9.915857
787,9.915857
788,9.889536
789,9.899107
790,9.927821
791,9.908679
792,9.899107
793,9.9015
794,9.906285
795,9.894321
796,9.899107
797,9.911072
798,9.908679
799,9.896714
800,9.906285
801,9.911072
802,9.899107
803,9.906285
804,9.906285
805,9.91825
806,9.913465
807,9.911072
808,9.913465
809,9.911072
810,9.899107
811,9.887143
812,9.906285
813,9.913465
814,9.9015
815,9.899107
816,9.908679
817,9.894321
818,9.887143
819,9.9038925
820,9.908679
821,9.899107
822,9.913465
823,9.9015
824,9.908679
825,9.9015
826,9.934999
827,9.84168
828,9.97807
829,9.923036
830,9.803394
831,9.944571
832,9.968499
833,9.868001
834,9.877572
835,9.913465
836,9.987641
837,9.84168
838,9.815358
839,9.987641
840,9.946963
841,9.860822
842,9.844072
843,9.956535
844,9.942178
845,9.944571
846,9.80818
847,9.968499
848,9.980463
849,9.9015
850,9.834501
851,9.875179
852,10.059426
853,9.891929
854,9.784252
855,9.868001
856,10.112068
857,9.851251
858,9.760324
859,9.949356
860,10.107283
861,9.839287
862,9.717253
863,10.035499
864,10.064212
865,9.777073
866,9.724431
867,10.131211
868,10.001999
869,9.729217
870,9.810573
871,10.162318
872,9.925428
873,9.683753
874,9.932607
875,10.135997
876,9.8632145
877,9.645468
878,10.04507
879,10.068997
880,9.762716
881,9.736395
882,10.133604
883,9.97807
884,9.71486
885,9.820144
886,10.143175
887,9.911072
888,9.631111
889,10.006784
890,10.10489
891,9.820144
892,9.707682
893,10.083355
894,10.054641
895,9.724431
896,9.805787
897,10.10489
898,9.942178
899,9.669396
900,9.91825
901,10.116854
902,9.846465
903,9.702896
904,10.033105
905,10.090533
906,9.779466
907,9.741181
908,10.107283
909,9.999606
910,9.695718
911,9.860822
912,10.12164
913,9.930214
914,9.717253
915,9.95175
916,10.100104
917,9.844072
918,9.731609
919,10.037891
920,10.040284
921,9.781859
922,9.834501
923,10.07139
924,9.961321
925,9.738789
926,9.915857
927,10.080962
928,9.870394
929,9.755538
930,9.994821
931,10.037891
932,9.80818
933,9.812965
934,10.037891
935,9.956535
936,9.781859
937,9.889536
938,10.057034
939,9.9038925
940,9.781859
941,9.944571
942,10.001999
943,9.848858
944,9.820144
945,9.987641
946,9.968499
947,9.820144
948,9.8632145
949,9.987641
950,9.932607
951,9.822537
952,9.911072
953,9.992428
954,9.894321
955,9.8321085
956,9.925428
957,9.743574
958,7.769495
959,3.0699914
960,1.0001999
961,5.1182475
962,19.59961
963,31.097122
964,15.211174
965,19.025333
966,19.774286
967,5.127819
968,1.9525433
969,0.8111669
970,0.29910284
971,0.5240282
972,7.2861447
973,11.263016
974,9.602397
975,19.733608
976,4.7018967
977,3.9050865
978,12.021541
979,16.58944
980,21.2698
981,8.9108715
982,2.07697
983,11.808579
984,19.269402
985,6.8482585
986,4.06062
987,6.1878395
988,9.992428
989,10.607383
990,6.32423
991,9.2075815
992,13.629518
993,12.189038
994,11.186446
995,11.540584
996,11.428121
997,9.729217
998,6.489335
999,4.0965123
1000,5.8193445
1001,10.803595
1002,14.926428
1003,15.381064
1004,12.129218
1005,12.217752
1006,11.827723
1007,9.217153
1008,6.5539412
1009,5.704489
1010,7.2502527
1011,6.6927247
1012,6.836294
1013,8.827123
1014,12.49532
1015,14.091332
1016,12.832707
1017,11.703296
1018,12.071791
1019,10.930414
1020,9.652647
1021,9.104691
1022,8.283952
1023,8.413164
1024,8.331808
1025,8.322237
1026,8.269595
1027,8.712267
1028,10.6815605
1029,11.868401
1030,11.545369
1031,11.531013
1032,11.586047
1033,10.870593
1034,10.102497
1035,9.360723
1036,8.559127
1037,7.877172
1038,7.771888
1039,8.556734
1040,9.12144
1041,10.399207
1042,11.767901
1043,12.016755
1044,11.775081
1045,11.215159
1046,10.41835
1047,9.731609
1048,8.85823
1049,8.128419
1050,8.410771
1051,8.810373
1052,9.387043
1053,9.686146
1054,10.250853
1055,11.200803
1056,11.559726
1057,11.334801
1058,10.581061
1059,9.619147
1060,9.018549
1061,8.664411
1062,8.49452
1063,9.236296
1064,10.030712
1065,10.262816
1066,10.1599245
1067,10.382458
1068,10.633704
1069,10.631311
1070,10.509277
1071,10.30828
1072,9.743574
1073,9.367901
1074,9.126225
1075,9.018549
1076,9.554541
1077,9.973285
1078,10.04507
1079,9.958928
1080,9.97807
1081,10.176675
1082,10.504492
1083,10.487741
1084,10.19821
1085,9.966106
1086,9.585648
1087,9.1669035
1088,8.9826565
1089,9.571291
1090,10.068997
1091,10.320244
1092,10.411171
1093,10.186246
1094,10.035499
1095,10.057034
1096,10.1288185
1097,10.095319
1098,10.04507
1099,9.798609
1100,9.415757
1101,9.164511
1102,9.501899
1103,9.91825
1104,10.145568
1105,10.207782
1106,10.092926
1107,10.059426
1108,10.0881405
1109,9.8632145
1110,9.944571
1111,10.162318
1112,9.891929
1113,9.542577
1114,9.427721
1115,9.561719
1116,9.927821
1117,10.351351
1118,10.34178
1119,10.18146
1120,10.006784
1121,9.879965
1122,9.736395
1123,9.796216
1124,10.066605
1125,10.037891
1126,9.722038
1127,9.518648
1128,9.633504
1129,9.710074
1130,9.946963
1131,10.114461
1132,10.293923
1133,10.284351
1134,9.927821
1135,9.690931
1136,9.801002
1137,9.970892
1138,9.877572
1139,9.784252
1140,9.671789
1141,9.772287
1142,9.994821
1143,10.01157
1144,10.064212
1145,10.219746
1146,10.262816
1147,9.836894
1148,9.667004
1149,10.049855
1150,10.100104
1151,9.927821
1152,9.688539
1153,9.580862
1154,9.765109
1155,10.021141
1156,10.131211
1157,10.090533
1158,9.868001
1159,9.767502
1160,9.784252
1161,9.925428
1162,10.073783
1163,10.188639
1164,10.054641
1165,9.712467
1166,9.58804
1167,9.702896
1168,9.91825
1169,10.13839
1170,10.186246
1171,10.073783
1172,9.79143
1173,9.664611
1174,9.671789
1175,9.899107
1176,10.116854
1177,10.135997
1178,9.954143
1179,9.722038
1180,9.678967
1181,9.815358
1182,10.028319
1183,10.140782
1184,10.07139
1185,9.961321
1186,9.762716
1187,9.690931
1188,9.865608
1189,10.064212
1190,10.023534
1191,9.9756775
1192,9.844072
1193,9.688539
1194,9.734002
1195,9.927821
1196,10.169497
1197,10.140782
1198,10.042677
1199,9.741181
1200,9.62154
1201,9.712467
1202,9.930214
1203,10.080962
1204,10.066605
1205,9.9756775
1206,9.796216
1207,9.762716
1208,9.80818
1209,9.999606
1210,10.116854
1211,10.090533
1212,9.913465
1213,9.803394
1214,9.760324
1215,9.822537
1216,9.949356
1217,10.090533
1218,9.966106
1219,9.839287
1220,9.786645
1221,9.765109
1222,9.913465
1223,10.083355
1224,10.0163555
1225,9.970892
1226,9.84168
1227,9.762716
1228,9.745967
1229,9.879965
1230,10.073783
1231,10.090533
1232,9.968499
1233,9.820144
1234,9.779466
1235,9.822537
1236,9.923036
1237,10.009177
1238,10.04507
1239,10.013963
1240,9.810573
1241,9.755538
1242,9.817751
1243,9.9038925
1244,9.999606
1245,10.004392
1246,9.95175
1247,9.82493
1248,9.839287
1249,9.798609
1250,9.949356
1251,10.009177
1252,10.006784
1253,9.865608
1254,9.757931
1255,9.844072
1256,9.887143
1257,10.040284
1258,9.992428
1259,10.035499
1260,9.937392
1261,9.810573
1262,9.762716
1263,9.860822
1264,10.049855
1265,10.052248
1266,9.994821
1267,9.84168
1268,9.769895
1269,9.757931
1270,9.865608
1271,9.970892
1272,10.0163555
1273,10.042677
1274,9.868001
1275,9.77468
1276,9.796216
1277,9.937392
1278,9.954143
1279,9.994821
1280,9.968499
1281,9.877572
1282,9.82493
1283,9.84168
1284,9.946963
1285,10.030712
1286,10.030712
1287,9.894321
1288,9.801002
1289,9.798609
1290,9.889536
1291,10.004392
1292,10.035499
1293,10.006784
1294,9.913465
1295,9.779466
1296,9.738789
1297,9.844072
1298,10.073783
1299,10.07139
1300,9.980463
1301,9.82493
1302,9.769895
1303,9.803394
1304,9.877572
1305,10.006784
1306,10.04507
1307,10.057034
1308,9.882358
1309,9.786645
1310,9.79143
1311,9.980463
1312,10.023534
1313,9.956535
1314,9.939785
1315,9.822537
1316,9.84168
1317,9.846465
1318,9.923036
1319,10.057034
1320,9.939785
1321,9.913465
1322,9.683753
1323,9.899107
1324,9.846465
1325,10.107283
1326,9.942178
1327,10.023534
1328,9.829716
1329,9.796216
1330,9.738789
1331,9.913465
1332,10.076176
1333,9.985249
1334,10.037891
1335,9.84168
1336,9.803394
1337,9.793823
1338,10.047462
1339,10.006784
1340,9.84168
1341,10.004392
1342,10.025927
1343,9.736395
1344,9.669396
1345,10.0881405
1346,10.126426
1347,9.729217
1348,9.822537
1349,10.076176
1350,9.891929
1351,9.688539
1352,9.982856
1353,10.143175
1354,9.858429
1355,9.731609
1356,9.923036
1357,9.91825
1358,9.856036
1359,9.985249
1360,10.018748
1361,9.954143
1362,9.844072
1363,9.836894
1364,9.8321085
1365,9.894321
1366,10.013963
1367,9.9756775
1368,9.937392
1369,9.899107
1370,9.801002
1371,9.853643
1372,9.913465
1373,9.946963
1374,9.882358
1375,10.025927
1376,9.990034
1377,9.77468
1378,9.822537
1379,9.994821
1380,9.966106
1381,9.829716
1382,9.95175
1383,9.9756775
1384,9.827323
1385,9.846465
1386,9.97807
1387,9.980463
1388,9.865608
1389,9.946963
1390,9.91825
1391,9.784252
1392,9.887143
1393,10.009177
1394,9.97807
1395,9.836894
1396,9.990034
1397,9.9015
1398,9.781859
1399,9.750752
1400,10.109675
1401,10.004392
1402,9.906285
1403,9.827323
1404,10.04507
1405,9.786645
1406,9.755538
1407,9.954143
1408,10.12164
1409,9.875179
1410,9.817751
1411,9.915857
1412,9.958928
1413,9.757931
1414,9.939785
1415,10.030712
1416,10.025927
1417,9.695718
1418,9.8632145
1419,9.963714
1420,9.954143
1421,9.812965
1422,9.956535
1423,10.068997
1424,9.834501
1425,9.676575
1426,9.899107
1427,10.164711
1428,9.937392
1429,9.762716
1430,10.001999
1431,10.013963
1432,9.750752
1433,9.674182
1434,10.112068
1435,10.174282
1436,9.820144
1437,9.717253
1438,10.025927
1439,10.006784
1440,9.702896
1441,9.860822
1442,10.18146
1443,10.0163555
1444,9.678967
1445,9.805787
1446,10.061819
1447,9.923036
1448,9.815358
1449,9.956535
1450,10.059426
1451,9.815358
1452,9.741181
1453,9.937392
1454,10.052248
1455,9.915857
1456,9.894321
1457,9.949356
1458,9.875179
1459,9.798609
1460,9.870394
1461,10.006784
1462,9.95175
1463,9.91825
1464,9.9038925
1465,9.877572
1466,9.858429
1467,9.891929
1468,9.963714
1469,9.961321
1470,9.923036
1471,9.887143
1472,9.889536
1473,9.913465
1474,9.894321
1475,9.937392
1476,9.934999
1477,9.944571
1478,9.8632145
1479,9.934999
1480,9.889536
1481,9.961321
1482,9.95175
1483,9.875179
1484,9.934999
1485,9.896714
1486,9.822537
1487,9.930214
1488,10.004392
1489,9.856036
1490,9.932607
1491,9.958928
1492,9.82493
1493,9.846465
1494,9.966106
1495,9.927821
1496,9.913465
1497,9.95175
1498,9.949356
1499,9.858429
1500,9.870394
1501,9.946963
1502,9.896714
1503,9.88475
1504,9.985249
1505,9.906285
1506,9.879965
1507,9.946963
1508,9.88475
1509,9.865608
1510,9.920643
1511,9.985249
1512,9.848858
1513,9.906285
1514,9.9756775
1515,9.889536
1516,9.9015
1517,9.963714
1518,9.942178
1519,9.856036
1520,9.915857
1521,9.95175
1522,9.877572
1523,9.946963
1524,9.992428
1525,9.934999
1526,9.858429
1527,9.896714
1528,9.908679
1529,9.84168
1530,9.937392
1531,10.025927
1532,9.88475
1533,9.8727865
1534,9.915857
1535,9.865608
1536,9.846465
1537,9.985249
1538,9.9756775
1539,9.853643
1540,9.891929
1541,9.949356
1542,9.848858
1543,9.803394
1544,10.021141
1545,9.997213
1546,9.812965
1547,9.848858
1548,10.030712
1549,9.91825
1550,9.798609
1551,9.980463
1552,10.033105
1553,9.82493
1554,9.79143
1555,9.982856
1556,10.021141
1557,9.875179
1558,9.899107
1559,10.01157
1560,9.908679
1561,9.762716
1562,9.839287
1563,10.021141
1564,9.982856
1565,9.906285
1566,9.906285
1567,9.932607
1568,9.8632145
1569,9.839287
1570,9.944571
1571,9.956535
1572,9.906285
1573,9.899107
1574,9.894321
1575,9.887143
1576,9.870394
1577,9.906285
1578,9.942178
1579,9.927821
1580,9.882358
1581,9.891929
1582,9.930214
1583,9.91825
1584,9.930214
1585,9.923036
1586,9.915857
1587,9.851251
1588,9.899107
